country,monit_program,monit_purpose,report_institute,monit_year,date_ices,day,month,num_indiv_subsample,bulk_id,station,year,species,basis_determination,matrix_analyzed,qflag,sub_samp_id,samp_ref,sub_samp_ref,date,variable,longitude,latitude,value,detect_lim,quant_lim,EXLIP%,FATWT%,WTMAX,WTMEA,WTMIN,AGMEA,DRYWT%,LNMEA,LNMAX,LNMIN,value_wet_wgt,detect_lim_wet_wgt,quant_lim_wet_wgt,qflagged
Sweden,BMP,T,SERI,1998,22/09/1998,22,9,1,NA,Utlängan,1998,Clupea harengus,wet weight,muscle,NA,519,1839710,3665924,1998-09-22,CDF2N,15.780999999999999,55.9491,6.699999999999999e-4,1e-5,NA,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.699999999999999e-4,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1998,22/09/1998,22,9,1,NA,Utlängan,1998,Clupea harengus,wet weight,muscle,NA,511,1839710,3665918,1998-09-22,CDF2N,15.780999999999999,55.9491,7.6e-4,1e-5,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6e-4,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1998,22/09/1998,22,9,1,NA,Utlängan,1998,Clupea harengus,wet weight,muscle,NA,516,1839710,3665922,1998-09-22,CDF2N,15.780999999999999,55.9491,8.100000000000001e-4,1e-5,NA,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.100000000000001e-4,1e-5,NA,FALSE
Sweden,CEMP~BMP,T,SERI,1998,07/09/1998,7,9,1,NA,E/W FLADEN,1998,Clupea harengus,wet weight,muscle,NA,955,1839711,3665938,1998-09-07,CDF2N,11.828,57.224700000000006,0.001,1e-5,NA,5.970000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,1e-5,NA,FALSE
Sweden,CEMP~BMP,T,SERI,1998,07/09/1998,7,9,1,NA,E/W FLADEN,1998,Clupea harengus,wet weight,muscle,NA,961,1839711,3665942,1998-09-07,CDF2N,11.828,57.224700000000006,8.400000000000001e-4,1e-5,NA,7.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.400000000000001e-4,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1998,22/09/1998,22,9,1,NA,Utlängan,1998,Clupea harengus,wet weight,muscle,NA,513,1839710,3665919,1998-09-22,CDF2N,15.780999999999999,55.9491,3.3999999999999997e-4,1e-5,NA,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3999999999999997e-4,1e-5,NA,FALSE
Sweden,CEMP~BMP,T,SERI,1998,07/09/1998,7,9,1,NA,E/W FLADEN,1998,Clupea harengus,wet weight,muscle,NA,956,1839711,3665939,1998-09-07,CDF2N,11.828,57.224700000000006,5.200000000000001e-4,1e-5,NA,3.4699999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.200000000000001e-4,1e-5,NA,FALSE
Sweden,CEMP~BMP,T,SERI,1998,07/09/1998,7,9,1,NA,E/W FLADEN,1998,Clupea harengus,wet weight,muscle,NA,962,1839711,3665943,1998-09-07,CDF2N,11.828,57.224700000000006,7.899999999999999e-4,1e-5,NA,5.6499999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.899999999999999e-4,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1998,22/09/1998,22,9,1,NA,Utlängan,1998,Clupea harengus,wet weight,muscle,NA,518,1839710,3665923,1998-09-22,CDF2N,15.780999999999999,55.9491,5e-4,1e-5,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-4,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,06/02/1999,6,2,1,NA,Utlängan,1999,Clupea harengus,wet weight,muscle,NA,5191,1839728,3666154,1999-02-06,CDF2N,15.780999999999999,55.9491,4.82713e-4,1e-5,NA,3.4299999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82713e-4,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,06/02/1999,6,2,1,NA,Utlängan,1999,Clupea harengus,wet weight,muscle,NA,5195,1839728,3666158,1999-02-06,CDF2N,15.780999999999999,55.9491,5.179510000000001e-4,1e-5,NA,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.179510000000001e-4,1e-5,NA,FALSE
Sweden,CEMP~BMP,T,SERI,1999,08/09/1999,8,9,1,NA,E/W FLADEN,1999,Clupea harengus,wet weight,muscle,NA,3914,1839730,3666196,1999-09-08,CDF2N,11.828,57.224700000000006,5.3799000000000004e-5,1e-5,NA,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3799000000000004e-5,1e-5,NA,FALSE
Sweden,CEMP~BMP,T,SERI,1999,08/09/1999,8,9,1,NA,E/W FLADEN,1999,Clupea harengus,wet weight,muscle,NA,3920,1839730,3666202,1999-09-08,CDF2N,11.828,57.224700000000006,7.845100000000001e-5,1e-5,NA,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.845100000000001e-5,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,27/09/1999,27,9,1,NA,Harufjärden,1999,Clupea harengus,wet weight,muscle,NA,2214,1839732,3666227,1999-09-27,CDF2N,22.8791,65.5825,6.151490000000001e-4,1e-5,NA,2.4099999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.151490000000001e-4,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,27/09/1999,27,9,1,NA,Harufjärden,1999,Clupea harengus,wet weight,muscle,NA,2232,1839732,3666233,1999-09-27,CDF2N,22.8791,65.5825,5.32783e-4,1e-5,NA,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32783e-4,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,06/05/1999,6,5,1,NA,Stora Karlsö,1999,Uria aalge,wet weight,NA,NA,13,1839737,3666300,1999-05-06,CDF2N,17.9741,57.283300000000004,0.16,1e-5,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,06/05/1999,6,5,1,NA,Stora Karlsö,1999,Uria aalge,wet weight,NA,NA,18,1839737,3666304,1999-05-06,CDF2N,17.9741,57.283300000000004,0.22,1e-5,NA,11.729999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,06/05/1999,6,5,1,NA,Stora Karlsö,1999,Uria aalge,wet weight,NA,NA,11,1839737,3666298,1999-05-06,CDF2N,17.9741,57.283300000000004,0.32,1e-5,NA,13.860000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,06/02/1999,6,2,1,NA,Utlängan,1999,Clupea harengus,wet weight,muscle,NA,5194,1839728,3666157,1999-02-06,CDF2N,15.780999999999999,55.9491,0.00174318,1e-5,NA,3.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00174318,1e-5,NA,FALSE
Sweden,CEMP~BMP,T,SERI,1999,08/09/1999,8,9,1,NA,E/W FLADEN,1999,Clupea harengus,wet weight,muscle,NA,3917,1839730,3666199,1999-09-08,CDF2N,11.828,57.224700000000006,8.0072e-5,1e-5,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0072e-5,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,06/02/1999,6,2,1,NA,Utlängan,1999,Clupea harengus,wet weight,muscle,NA,5198,1839728,3666161,1999-02-06,CDF2N,15.780999999999999,55.9491,2.3837900000000002e-4,1e-5,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3837900000000002e-4,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,27/09/1999,27,9,1,NA,Harufjärden,1999,Clupea harengus,wet weight,muscle,NA,2229,1839732,3666232,1999-09-27,CDF2N,22.8791,65.5825,6.164710000000001e-4,1e-5,NA,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.164710000000001e-4,1e-5,NA,FALSE
Sweden,CEMP~BMP,T,SERI,1999,08/09/1999,8,9,1,NA,E/W FLADEN,1999,Clupea harengus,wet weight,muscle,NA,3919,1839730,3666201,1999-09-08,CDF2N,11.828,57.224700000000006,5.8083000000000006e-5,1e-5,NA,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8083000000000006e-5,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,06/05/1999,6,5,1,NA,Stora Karlsö,1999,Uria aalge,wet weight,NA,NA,17,1839737,3666303,1999-05-06,CDF2N,17.9741,57.283300000000004,0.13,1e-5,NA,12.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,27/09/1999,27,9,1,NA,Harufjärden,1999,Clupea harengus,wet weight,muscle,NA,2223,1839732,3666230,1999-09-27,CDF2N,22.8791,65.5825,6.074669999999999e-4,1e-5,NA,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.074669999999999e-4,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,06/05/1999,6,5,1,NA,Stora Karlsö,1999,Uria aalge,wet weight,NA,NA,21,1839737,3666307,1999-05-06,CDF2N,17.9741,57.283300000000004,0.12,1e-5,NA,11.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,06/02/1999,6,2,1,NA,Utlängan,1999,Clupea harengus,wet weight,muscle,NA,5192,1839728,3666155,1999-02-06,CDF2N,15.780999999999999,55.9491,7.67308e-4,1e-5,NA,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67308e-4,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,06/02/1999,6,2,1,NA,Utlängan,1999,Clupea harengus,wet weight,muscle,NA,5196,1839728,3666159,1999-02-06,CDF2N,15.780999999999999,55.9491,0.001069555,1e-5,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001069555,1e-5,NA,FALSE
Sweden,CEMP~BMP,T,SERI,1999,08/09/1999,8,9,1,NA,E/W FLADEN,1999,Clupea harengus,wet weight,muscle,NA,3915,1839730,3666197,1999-09-08,CDF2N,11.828,57.224700000000006,2.2866e-4,1e-5,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2866e-4,1e-5,NA,FALSE
Sweden,CEMP~BMP,T,SERI,1999,08/09/1999,8,9,1,NA,E/W FLADEN,1999,Clupea harengus,wet weight,muscle,NA,3921,1839730,3666203,1999-09-08,CDF2N,11.828,57.224700000000006,4.1172200000000005e-4,1e-5,NA,2.8499999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1172200000000005e-4,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,27/09/1999,27,9,1,NA,Harufjärden,1999,Clupea harengus,wet weight,muscle,NA,2217,1839732,3666228,1999-09-27,CDF2N,22.8791,65.5825,5.969790000000001e-4,1e-5,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.969790000000001e-4,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,27/09/1999,27,9,1,NA,Harufjärden,1999,Clupea harengus,wet weight,muscle,NA,2235,1839732,3666234,1999-09-27,CDF2N,22.8791,65.5825,4.4679299999999996e-4,1e-5,NA,2.9099999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4679299999999996e-4,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,06/05/1999,6,5,1,NA,Stora Karlsö,1999,Uria aalge,wet weight,NA,NA,15,1839737,3666301,1999-05-06,CDF2N,17.9741,57.283300000000004,0.14,1e-5,NA,10.239999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,06/05/1999,6,5,1,NA,Stora Karlsö,1999,Uria aalge,wet weight,NA,NA,19,1839737,3666305,1999-05-06,CDF2N,17.9741,57.283300000000004,0.19,1e-5,NA,13.229999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,06/05/1999,6,5,1,NA,Stora Karlsö,1999,Uria aalge,wet weight,NA,NA,12,1839737,3666299,1999-05-06,CDF2N,17.9741,57.283300000000004,0.19,1e-5,NA,13.709999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,06/02/1999,6,2,1,NA,Utlängan,1999,Clupea harengus,wet weight,muscle,NA,5193,1839728,3666156,1999-02-06,CDF2N,15.780999999999999,55.9491,6.38389e-4,1e-5,NA,2.8699999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38389e-4,1e-5,NA,FALSE
Sweden,CEMP~BMP,T,SERI,1999,08/09/1999,8,9,1,NA,E/W FLADEN,1999,Clupea harengus,wet weight,muscle,NA,3916,1839730,3666198,1999-09-08,CDF2N,11.828,57.224700000000006,2.1268500000000003e-4,1e-5,NA,2.9099999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1268500000000003e-4,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,06/02/1999,6,2,1,NA,Utlängan,1999,Clupea harengus,wet weight,muscle,NA,5197,1839728,3666160,1999-02-06,CDF2N,15.780999999999999,55.9491,7.448110000000001e-4,1e-5,NA,3.4099999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.448110000000001e-4,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,27/09/1999,27,9,1,NA,Harufjärden,1999,Clupea harengus,wet weight,muscle,NA,2226,1839732,3666231,1999-09-27,CDF2N,22.8791,65.5825,5.436280000000001e-4,1e-5,NA,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.436280000000001e-4,1e-5,NA,FALSE
Sweden,CEMP~BMP,T,SERI,1999,08/09/1999,8,9,1,NA,E/W FLADEN,1999,Clupea harengus,wet weight,muscle,NA,3918,1839730,3666200,1999-09-08,CDF2N,11.828,57.224700000000006,1.8420800000000002e-4,1e-5,NA,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8420800000000002e-4,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,06/05/1999,6,5,1,NA,Stora Karlsö,1999,Uria aalge,wet weight,NA,NA,16,1839737,3666302,1999-05-06,CDF2N,17.9741,57.283300000000004,0.21,1e-5,NA,13.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,27/09/1999,27,9,1,NA,Harufjärden,1999,Clupea harengus,wet weight,muscle,NA,2220,1839732,3666229,1999-09-27,CDF2N,22.8791,65.5825,5.95381e-4,1e-5,NA,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95381e-4,1e-5,NA,FALSE
Sweden,BMP,T,SERI,1999,06/05/1999,6,5,1,NA,Stora Karlsö,1999,Uria aalge,wet weight,NA,NA,20,1839737,3666306,1999-05-06,CDF2N,17.9741,57.283300000000004,0.18,1e-5,NA,12.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,1e-5,NA,FALSE
Denmark,NATL~COMB,S,NERI,2005,04/10/2005,4,10,20,NA,SJY FFMTM1,2005,Mytilus edulis,wet weight,NA,<,1,1054777,2203928,2005-10-04,CDDO,9.43766667,54.84333333000001,8e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-4,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2005,04/10/2005,4,10,20,NA,SJY FFMTM1,2005,Mytilus edulis,wet weight,NA,<,1,1054777,2203928,2005-10-04,CDF6P,9.43766667,54.84333333000001,2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-4,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2005,04/10/2005,4,10,20,NA,SJY FFMTM1,2005,Mytilus edulis,wet weight,NA,<,1,1054777,2203928,2005-10-04,CDD6X,9.43766667,54.84333333000001,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2005,04/10/2005,4,10,20,NA,SJY FFMTM1,2005,Mytilus edulis,wet weight,NA,NA,1,1054777,2203928,2005-10-04,CDF2T,9.43766667,54.84333333000001,4e-4,NA,NA,NA,1.27,13.455,6.49,2.6599999999999997,NA,19.3,54.62,72.21000000000001,44.290000000000006,4e-4,NA,NA,FALSE
Denmark,NATL~COMB,S,NERI,2005,04/10/2005,4,10,50,NA,SJY LBMTM2,2005,Mytilus edulis,wet weight,NA,<,2,1054778,2203932,2005-10-04,CDFX1,9.98,55.007,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2005,04/10/2005,4,10,50,NA,SJY LBMTM2,2005,Mytilus edulis,wet weight,NA,<,1,1054778,2203931,2005-10-04,CDD6P,9.98,55.007,0.0028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0028,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2005,04/10/2005,4,10,50,NA,SJY LBMTM2,2005,Mytilus edulis,wet weight,NA,<,1,1054778,2203931,2005-10-04,CDF6X,9.98,55.007,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2005,04/10/2005,4,10,50,NA,SJY LBMTM2,2005,Mytilus edulis,wet weight,NA,<,1,1054778,2203931,2005-10-04,CDD9X,9.98,55.007,0.0012000000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0012000000000000001,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2005,04/10/2005,4,10,50,NA,SJY LBMTM2,2005,Mytilus edulis,wet weight,NA,<,1,1054778,2203931,2005-10-04,CDF4X,9.98,55.007,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2005,04/10/2005,4,10,50,NA,SJY LBMTM2,2005,Mytilus edulis,wet weight,NA,<,1,1054778,2203931,2005-10-04,CDF2N,9.98,55.007,4e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-4,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2005,04/10/2005,4,10,20,NA,SJY FFMTM1,2005,Mytilus edulis,wet weight,NA,<,2,1054777,2203929,2005-10-04,CDFP2,9.43766667,54.84333333000001,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,10/10/2005,10,10,22,NA,ÅRH 170167,2005,Mytilus edulis,wet weight,NA,<,1,1054782,2203990,2005-10-10,CDDO,10.22316667,56.136333330000014,0.0023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0023,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,11/10/2005,11,10,20,NA,ÅRH 230987,2005,Mytilus edulis,wet weight,NA,NA,1,1054784,2203992,2005-10-11,CDD6P,10.22583333,56.541,7e-4,NA,NA,NA,0.71,9.28,7.21,5.255,NA,8.5,59.370000000000005,66.42999999999999,54.15,7e-4,NA,NA,FALSE
Denmark,CEMP~NATL~COMB,S,NERI,2005,11/10/2005,11,10,20,NA,ÅRH 230987,2005,Mytilus edulis,wet weight,NA,<,1,1054784,2203992,2005-10-11,CDF6X,10.22583333,56.541,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,11/10/2005,11,10,20,NA,ÅRH 230987,2005,Mytilus edulis,wet weight,NA,<,1,1054784,2203992,2005-10-11,CDD9X,10.22583333,56.541,2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-4,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,11/10/2005,11,10,20,NA,ÅRH 230987,2005,Mytilus edulis,wet weight,NA,<,1,1054784,2203992,2005-10-11,CDF4X,10.22583333,56.541,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,11/10/2005,11,10,20,NA,ÅRH 230987,2005,Mytilus edulis,wet weight,NA,NA,1,1054784,2203992,2005-10-11,CDF2N,10.22583333,56.541,2e-4,NA,NA,NA,0.71,9.28,7.21,5.255,NA,8.5,59.370000000000005,66.42999999999999,54.15,2e-4,NA,NA,FALSE
Denmark,CEMP~NATL~COMB,S,NERI,2005,11/10/2005,11,10,20,NA,ÅRH 230988,2005,Mytilus edulis,wet weight,NA,<,1,1054785,2203991,2005-10-11,CDFP2,10.301666670000001,56.60583333000001,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,10/10/2005,10,10,69,NA,ÅRH 170165,2005,Mytilus edulis,wet weight,NA,<,3,1054783,2203989,2005-10-10,CDF6P,10.352000000000002,56.18883333000001,2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-4,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,10/10/2005,10,10,69,NA,ÅRH 170165,2005,Mytilus edulis,wet weight,NA,<,3,1054783,2203989,2005-10-10,CDD6X,10.352000000000002,56.18883333000001,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,10/10/2005,10,10,69,NA,ÅRH 170165,2005,Mytilus edulis,wet weight,NA,NA,3,1054783,2203989,2005-10-10,CDF2T,10.352000000000002,56.18883333000001,4e-4,NA,NA,NA,1.28,4.41,2.27,0.965,NA,23.5,38.54,49.06,30.21,4e-4,NA,NA,FALSE
Denmark,CEMP~NATL~COMB,S,NERI,2005,10/10/2005,10,10,65,NA,ÅRH 170165,2005,Mytilus edulis,wet weight,NA,<,2,1054783,2203988,2005-10-10,CDFX1,10.352000000000002,56.18883333000001,2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-4,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,10/10/2005,10,10,60,NA,ÅRH 170165,2005,Mytilus edulis,wet weight,NA,NA,1,1054783,2203987,2005-10-10,CDD6P,10.352000000000002,56.18883333000001,6e-4,NA,NA,NA,1.1800000000000002,5.715,2.715,0.78,NA,18.6,40.839999999999996,55.4,29.749999999999996,6e-4,NA,NA,FALSE
Denmark,CEMP~NATL~COMB,S,NERI,2005,10/10/2005,10,10,60,NA,ÅRH 170165,2005,Mytilus edulis,wet weight,NA,<,1,1054783,2203987,2005-10-10,CDF6X,10.352000000000002,56.18883333000001,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,10/10/2005,10,10,60,NA,ÅRH 170165,2005,Mytilus edulis,wet weight,NA,<,1,1054783,2203987,2005-10-10,CDD9X,10.352000000000002,56.18883333000001,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,10/10/2005,10,10,60,NA,ÅRH 170165,2005,Mytilus edulis,wet weight,NA,<,1,1054783,2203987,2005-10-10,CDF4X,10.352000000000002,56.18883333000001,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
